Regno,Compound,Chemotype,Smiles,>90,>80,>70,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,BUB1,CAMK1,CAMK1B,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSF1R-autoinhibited,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3-autoinhibited,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK2,GRK3,GRK4,GRK7,GSK3A,GSK3B,HASPIN,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,KIT-autoinhibited,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK10,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIK,NIM1,NLK,OSR1,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIKFYVE,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK2(Kin.Dom.2-C-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SGK,SGK2,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,SgK110,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TSSK3,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VPS34,VRK2,WEE1,WEE2,WNK1,WNK2,WNK3,WNK4,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70,p38-alpha,p38-beta,p38-delta,p38-gamma
GSK1379730,UNC10225313A,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cccc(c2)C#N)cc1,0,0,0,0,0,0,9,24,4,0,0,0,0,9,0,0,0,28,0,0,0,0,0,0,0,0,22,21,22,38,6,0,0,0,0,8,0,0,28,53,0,13,0,0,0,0,0,6,0,8,10,0,0,0,0,4,0,26,36,34,0,7,0,17,0,24,0,0,0,0,0,0,11,0,5,21,0,24,0,0,11,29,27,3,0,0,0,0,0,0,0,4,8,0,0,0,12,40,0,0,2,0,22,39,0,29,0,27,0,0,0,12,0,3,18,0,0,3,0,0,0,0,0,1,26,0,0,0,30,0,0,27,0,13,19,4,6,0,24,18,0,22,0,0,0,2,0,3,8,0,0,0,13,6,5,0,0,0,2,42,0,0,0,0,6,0,0,0,10,0,3,14,6,0,12,0,15,16,10,0,0,0,0,23,0,0,2,0,31,0,0,0,26,1,0,0,0,40,0,0,16,10,0,0,1,0,0,9,0,0,0,0,8,8,0,0,24,9,0,17,0,5,3,1,0,22,0,0,19,29,0,0,0,10,5,0,0,0,0,0,0,0,0,28,0,0,0,3,12,30,0,0,0,0,0,0,0,0,24,0,0,0,3,0,3,0,4,26,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,4,35,0,23,12,9,0,37,0,0,0,0,0,8,0,36,54,0,0,0,0,12,15,0,0,9,18,2,0,28,34,0,5,0,0,0,0,25,14,23,15,0,5,0,0,0,0,18,0,2,0,0,0,6,0,0,0,18,0,30,0,0,19,0,36,0,0,2,10,0,0,0,19,0,0,0,0,0,0,0,46,0,0,16,5,0,0,0,0,11,0,40,14,43,0,0,12,0,41,44,18,0,0,0,10,0,46,0,0,6,2,5,18,0,0,0,0,15,0,0,26,0,5,0,38,0
GSK581271,UNC10225314A,"2,4-dianilinopyrimidine",Cc1ccc(cc1)S(=O)(=O)Nc1ccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)cc1,3,8,13,27,11,31,64,32,8,0,57,30,41,87,0,0,0,24,0,0,0,5,0,0,99.8,37,52,0,65,0,0,0,4,5,6,34,5,0,0,44,24,7,8,0,0,0,4,8,0,0,9,45,0,0,0,0,21,17,15,0,0,0,0,13,0,2,22,0,0,0,0,28,85,0,13,87,22,0,0,0,5,46,36,0,0,7,0,0,0,0,0,5,12,5,21,82,36,0,0,0,61,7,16,0,12,42,0,66,21,0,13,0,0,12,30,29,0,3,26,31,14,0,39,0,0,0,5,0,28,0,0,7,0,0,15,7,0,56,19,28,0,5,73,41,44,0,0,0,42,0,0,24,10,0,0,0,0,1,0,23,2,0,10,10,3,0,0,0,29,62,43,29,44,16,68,3,44,27,29,85,0,0,0,39,13,0,0,0,23,10,0,0,12,5,0,3,0,7,0,34,0,0,0,0,0,0,0,7,7,0,0,0,10,69,0,0,9,0,0,0,0,1,0,0,0,0,7,0,46,35,0,11,0,5,12,0,17,50,9,0,0,0,0,3,27,4,0,20,5,0,0,11,0,26,56,13,14,12,35,0,18,0,2,0,12,0,73,0,12,10,0,0,0,0,0,0,0,5,77,0,11,0,0,0,31,13,57,0,0,15,22,0,0,0,0,1,0,0,0,7,0,0,0,0,0,5,0,6,53,12,6,10,8,78,40,34,5,69,0,0,0,8,25,0,0,0,0,1,14,15,0,5,0,0,0,14,26,0,9,0,36,67,0,0,0,64,0,51,5,9,43,0,55,0,1,31,0,0,0,0,0,9,9,13,20,91.2,9,0,0,0,0,0,27,7,0,33,24,11,4,11,0,77,42,93.6,0,19,0,38,0,60,0,6,8,4,0,26,16,0,0,3,30,13,67,13,0,0,0,46,0
GSK1323434,UNC10225315A,4-aryl-7-azaindole,Cl.Cl.NCC(NC(=O)c1cc(c(s1)-c1ccnc2[nH]ccc12)-c1cccnc1)c1ccccc1,12,20,35,59,54,37,30,19,0,0,0,0,97.5,71,7,10,86,23,0,0,0,0,0,16,15,19,36,23,63,40,0,51,5,36,21,7,5,0,0,77,32,7,18,3,0,0,8,14,0,14,24,30,0,9,0,8,3,26,79,39,0,0,50,43,1,66,23,0,0,0,55,100,71,51,12,60,44,30,0,91.5,77,96.7,99,39,63,68,32,40,0,59,21,27,21,9,0,11,55,34,79,51,19,0,48,17,33,72,0,4,10,40,0,0,2,17,33,23,22,0,18,21,58,1,48,0,8,3,33,0,16,6,0,50,44,8,0,39,6,42,17,5,0,0,15,6,88,0,0,8,39,4,21,34,22,96.4,0,69,67,86,64,59,0,4,0,14,54,21,0,0,76,1,8,10,15,0,31,79,44,61,41,19,0,0,11,33,0,0,22,0,0,0,0,77,21,7,0,3,0,0,41,0,82,0,6,0,0,40,0,8,0,0,0,39,25,59,0,20,13,0,80,0,0,56,51,0,0,48,39,35,0,84,8,0,15,10,18,23,15,98.2,39,0,67,13,13,79,15,1,18,24,13,4,0,11,35,36,19,17,4,6,39,0,28,65,0,14,0,0,28,26,29,28,7,2,0,0,0,0,2,0,0,59,16,0,0,29,80,10,65,95.7,91.2,10,0,0,2,35,0,0,95.4,82,88,47,75,1,12,34,45,68,0,56,29,10,13,12,28,60,54,57,10,26,16,0,99.7,99.4,20,58,0,18,57,61,53,29,40,0,0,0,31,27,42,27,51,70,12,0,32,65,0,33,0,44,14,0,26,18,0,0,64,18,0,45,29,0,0,2,27,19,22,27,19,0,14,0,77,0,16,26,31,40,48,34,14,19,4,0,28,37,0,4,0,0,0,45,15,8,13,2,0,80,50,26,0,14,18,17,84,7,0,31,0,21,32
GW461487,UNC10225316A,4-pyridinyl_ortho-aryl_azoles,Cl.Cc1cccc2c(c(nn12)-c1ccc(F)cc1)-c1ccncc1,12,16,15,14,0,0,5,9,18,0,11,0,18,28,0,2,0,7,17,0,24,11,1,0,7,0,0,0,3,22,0,0,0,15,14,0,0,0,0,52,0,0,4,20,0,0,29,32,0,0,11,3,0,0,0,0,0,0,36,0,0,0,0,25,0,12,8,0,0,0,0,90,17,0,3,0,0,4,0,51,22,93.3,84,11,0,26,96.6,10,0,18,0,0,10,0,0,54,41,27,0,43,7,0,10,0,10,19,0,3,5,0,0,0,6,9,16,5,94.5,7,0,26,1,0,16,0,0,5,15,0,0,7,0,4,0,0,33,4,9,2,8,0,0,0,0,4,67,1,0,0,21,100,0,12,10,2,0,0,0,19,0,28,5,0,0,0,0,21,0,0,9,0,0,5,8,19,0,0,48,90,94,4,0,0,13,19,0,4,4,0,26,100,0,5,26,13,100,19,0,20,0,0,9,0,0,0,0,0,0,0,0,39,0,0,52,6,0,0,5,0,30,0,1,0,0,0,0,0,0,4,90.4,44,46,16,0,0,7,14,2,0,8,0,25,0,0,14,4,0,0,0,16,0,0,15,10,10,65,0,24,8,100,0,0,0,0,0,0,0,14,0,9,11,0,0,0,0,0,0,0,0,0,0,18,0,0,13,35,10,0,0,0,9,0,0,0,0,0,0,3,10,0,23,0,2,36,0,9,8,0,3,7,22,15,11,18,0,100,0,0,48,0,0,18,12,0,0,0,0,6,11,51,3,32,0,19,21,83,5,8,0,8,13,0,0,15,17,0,0,0,0,0,100,4,0,0,24,12,25,0,0,1,0,5,16,0,0,8,0,0,0,10,2,7,0,9,8,37,0,0,0,4,15,0,0,7,0,0,0,0,1,0,18,0,8,11,0,0,13,0,27,8,22,11,11,0,0,5,98.3,22,39,17
SB-738481,UNC10225317A,3-acylamino-6-aryl-indazole,O=C(Nc1n[nH]c2cc(ccc12)-c1ccoc1)C1CC1,4,9,13,45,25,0,0,30,0,19,46,0,0,0,0,0,0,0,0,0,23,0,0,5,23,20,19,37,35,0,11,21,60,16,0,0,11,0,0,0,0,0,0,0,8,0,14,25,0,2,18,0,0,0,29,0,76,51,0,14,3,17,71,11,2,18,87,10,50,0,6,0,23,73,13,9,2,0,0,0,5,2,0,0,0,12,35,66,25,6,0,0,2,0,0,0,5,0,0,24,24,0,61,23,75,6,0,13,0,0,5,2,9,0,31,0,0,0,5,10,0,0,0,0,0,0,0,0,84,0,7,0,5,0,0,7,0,22,27,91.8,17,0,0,0,2,0,18,0,0,44,9,92.7,54,27,0,57,65,58,46,7,0,94.8,0,0,0,0,0,0,0,0,0,0,0,29,18,0,8,0,6,77,8,0,3,0,14,22,0,0,0,13,11,0,3,0,10,3,50,17,2,0,10,0,0,10,11,15,0,0,37,2,18,23,3,45,0,0,0,0,44,0,0,15,34,0,0,6,1,0,0,0,25,0,0,0,0,29,89,19,0,0,6,0,0,0,4,8,2,1,0,11,16,0,9,100,4,0,0,15,18,0,0,0,61,51,22,62,90,0,21,29,0,0,7,0,0,13,5,12,8,1,0,0,0,28,0,18,0,0,2,0,0,22,3,3,12,10,4,12,0,0,0,0,0,0,0,14,0,0,0,9,11,0,0,68,5,0,28,0,17,3,0,0,9,0,11,0,0,12,0,1,0,0,2,3,1,36,0,1,5,28,0,0,2,25,0,0,19,48,0,37,21,0,5,13,1,2,0,2,65,27,15,15,0,0,0,0,0,5,7,0,42,0,0,0,30,25,49,0,0,0,0,20,51,7,0,0,1,10,32,0,0,0,0,0,0,0,7,0,0,0,3,0,89,15,0,0,0,0,1
GSK323521,UNC10225318A,4-pyrimidinyl_ortho-aryl_azoles,COc1cc(Nc2nccc(n2)-c2c(nn3ccccc23)-c2cccc(NC(=O)c3c(F)cccc3F)c2)cc(OC)c1OC,12,15,21,44,52,0,33,0,19,7,15,25,10,0,8,0,5,14,20,23,13,8,5,4,48,90.6,15,80,21,44,0,0,11,7,9,57,8,13,1,3,31,0,21,31,3,0,35,40,30,40,38,5,0,14,0,96.9,20,21,7,0,0,28,0,90,0,6,0,13,2,30,0,20,30,0,31,18,93,0,1,27,15,29,43,20,31,25,2,6,0,0,22,19,9,11,11,90.3,61,3,9,49,0,0,13,0,0,38,39,12,16,0,0,21,3,15,20,14,9,1,8,71,6,0,12,25,36,0,3,0,24,2,0,14,0,17,0,12,0,27,41,98.4,0,20,11,23,28,29,13,0,0,16,0,0,23,0,0,12,0,16,14,50,24,0,32,0,25,65,13,13,10,22,0,13,5,0,11,0,12,15,3,100,23,0,11,23,2,12,0,85,0,26,28,0,9,27,0,56,20,65,37,71,0,70,24,3,6,0,51,17,0,4,0,0,41,79,3,3,59,58,8,32,7,22,9,28,56,17,0,0,92.1,6,39,33,33,33,23,8,91.6,5,26,100,22,0,8,10,0,78,0,34,22,25,33,48,19,39,0,4,11,5,44,9,7,6,3,8,29,89,99.7,13,25,3,4,10,27,9,4,16,0,9,11,0,17,0,5,0,45,23,27,0,6,4,12,6,2,0,0,6,31,17,22,27,15,8,7,42,31,0,15,22,1,2,3,16,29,34,14,0,93.9,79,0,67,0,6,0,25,0,27,0,5,14,32,47,25,9,0,23,7,17,22,26,7,30,0,25,40,0,22,0,0,21,30,15,11,0,19,8,28,0,28,0,0,0,3,21,36,0,17,67,46,6,0,0,0,1,3,78,35,40,16,0,20,10,0,0,0,0,0,0,18,0,12,0,0,6,27,59,54,19,11,0,14,8,3,93.6,0,0,0,7,43,42
GW689066,UNC10225319A,4-anilino-quinazoline and analogues,Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,3,4,4,0,0,0,1,0,0,0,0,0,5,42,0,3,0,26,0,0,0,11,8,0,0,0,6,0,15,57,0,0,4,5,0,0,0,0,15,49,19,15,21,0,0,0,0,10,0,5,0,0,0,0,0,2,0,0,33,13,0,0,0,37,0,0,1,0,0,0,28,0,9,0,0,0,0,37,0,0,0,3,14,0,0,3,0,0,0,0,0,7,0,0,9,0,37,52,0,0,87,0,8,0,0,100,0,11,12,0,0,0,9,0,0,4,0,16,0,1,98.2,27,95.2,0,0,0,0,0,0,0,0,16,0,0,12,3,0,4,20,0,0,0,0,0,0,0,0,0,30,0,0,0,0,63,0,0,0,0,0,22,28,0,0,11,0,0,8,0,8,0,0,3,2,0,0,0,11,10,0,0,0,0,0,5,0,0,14,0,31,0,0,16,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,23,0,0,0,8,45,0,5,6,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,18,0,55,0,0,0,11,0,0,0,0,0,0,4,0,13,7,3,15,15,8,15,0,0,0,0,0,0,13,0,4,0,2,0,0,0,0,41,0,0,0,0,0,0,0,40,43,7,32,0,8,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,2,0,0,0,4,0,20,0,0,0,0,0,0,40,33,1,17,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,30,8,12,0,0,0,0,26,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,22,28,0,0,17,10,3,29,24,0,1,0,2,0,60,28,0,0,0,0,20,23,0,0,6,13,1,3,4,0,11,0,25,0
SB-211743,UNC10225320A,4-pyridinyl_ortho-aryl_azoles,Fc1ccc(cc1)-c1ncn(CCCN2CCOCC2)c1-c1cccnc1,0,0,0,0,30,34,0,2,0,0,0,6,1,0,0,0,10,0,4,12,0,12,0,0,15,31,5,0,0,16,0,0,16,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,16,1,0,0,0,8,0,0,28,0,0,0,0,0,0,24,0,11,2,0,0,0,22,0,4,24,0,0,17,0,0,32,9,0,28,19,6,3,0,24,0,24,0,0,0,3,0,24,0,0,0,0,1,0,11,0,0,3,20,0,0,0,0,0,0,0,0,8,0,0,0,29,18,0,21,0,0,0,2,0,0,8,9,0,0,0,0,2,8,16,0,7,14,0,24,20,41,34,38,0,18,4,0,44,0,0,0,0,6,4,8,0,64,0,0,20,38,21,0,26,0,0,2,18,9,0,20,9,0,46,14,0,18,0,0,15,7,0,28,0,0,0,11,0,4,0,0,3,5,0,16,0,27,44,26,15,15,0,0,4,0,16,8,0,0,0,0,39,17,0,19,12,0,40,0,0,0,20,0,1,0,0,17,33,10,0,14,0,0,15,0,0,0,0,0,41,0,3,0,15,23,0,7,0,0,0,0,0,0,0,1,0,0,3,0,0,0,10,0,0,0,17,0,12,2,0,5,0,5,0,0,25,0,0,13,0,0,15,0,6,0,0,23,0,0,6,0,35,0,0,0,0,0,0,9,3,17,53,0,0,0,4,9,0,6,27,31,0,0,5,2,9,34,0,0,27,20,0,0,1,39,0,0,0,5,25,0,0,0,27,0,0,0,0,0,1,0,0,32,17,0,0,34,0,43,9,5,26,12,9,0,0,0,13,14,0,0,0,0,0,3,0,0,15,0,0,7,0,4,2,18,0,0,20,0,0,8,0,0,0,0,0,0,0,0,22,0,0,0,0,0,48
GW461484,UNC10225321A,4-pyridinyl_ortho-aryl_azoles,Cl.Cc1ccc2c(c(nn2c1)-c1ccc(F)cc1)-c1ccncc1,7,10,15,10,0,0,0,16,62,0,18,0,24,17,0,1,17,9,11,1,21,13,0,0,8,0,14,0,19,3,0,0,11,4,59,16,3,4,40,74,0,0,6,1,0,0,0,16,0,8,11,1,0,10,0,0,0,0,28,0,0,0,45,41,0,15,12,0,0,40,3,98.7,10,0,0,0,0,8,0,87,39,96.9,99.5,30,27,27,0,0,0,0,7,5,0,0,0,76,80,29,11,77,0,0,0,4,9,43,0,10,8,13,0,0,5,7,15,0,0,5,0,27,21,0,3,11,0,0,0,6,0,0,0,0,0,14,12,4,4,0,5,37,0,0,20,26,84,28,0,0,0,0,66,26,16,19,0,0,0,1,0,0,12,0,16,9,0,34,6,0,0,0,0,0,11,60,10,0,76,97.3,98.8,19,11,28,15,11,8,0,12,0,6,5,41,0,8,13,0,0,0,25,0,0,48,0,0,0,0,0,0,0,6,0,0,0,0,9,0,14,13,0,72,0,23,37,0,10,0,0,5,0,5,38,7,2,0,9,0,13,17,3,0,7,29,0,0,9,21,0,0,11,4,0,0,0,4,13,91.3,0,29,30,19,0,7,4,0,0,11,0,8,0,0,0,33,0,0,0,0,25,0,1,0,0,0,0,16,24,24,31,10,18,22,0,0,8,0,0,0,0,8,8,0,28,21,34,55,50,30,18,0,0,0,0,1,19,14,0,0,19,0,55,0,0,14,5,0,18,0,0,15,0,52,0,1,1,0,0,87,0,22,0,0,4,0,0,2,4,0,7,5,0,17,0,8,14,0,53,21,26,0,70,0,0,0,21,0,5,53,2,0,0,0,0,66,15,0,5,18,0,2,8,9,9,0,0,0,2,0,7,0,23,2,0,0,3,1,0,0,26,22,31,15,12,0,7,0,14,0,99.9,39,13,12
GW482059,UNC10225322A,4-anilinoquinoline,CC(C)c1ccc(O)cc1Nc1ccnc2ccc(cc12)C(F)(F)F,0,3,4,0,0,0,3,0,0,43,0,19,0,2,0,0,0,15,20,13,0,0,1,0,0,0,0,14,13,30,0,0,0,0,0,0,1,5,0,13,0,27,0,0,0,0,0,1,14,0,0,0,0,5,0,0,0,0,0,85,0,0,0,25,0,0,5,0,0,14,0,25,14,4,0,32,0,0,0,0,11,0,0,0,0,9,7,0,8,5,0,0,0,0,0,18,0,17,0,0,10,0,13,16,8,37,3,6,0,0,19,0,20,0,3,9,0,13,0,0,10,0,0,0,0,0,0,0,17,8,0,14,0,10,2,5,57,9,21,1,9,10,9,20,0,0,0,14,0,21,0,19,0,3,10,0,31,0,10,23,0,0,3,0,0,0,0,7,0,19,0,0,1,0,35,0,3,0,0,0,0,0,0,22,0,0,0,0,51,0,0,0,25,0,13,0,1,13,0,0,26,37,16,0,0,0,0,6,0,0,0,0,22,1,0,5,13,0,0,0,2,10,0,0,5,13,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,0,3,10,18,1,0,0,0,0,15,0,0,25,0,45,1,19,0,0,0,0,7,0,0,16,0,36,0,0,0,0,0,0,0,28,18,0,0,2,27,15,0,0,0,14,0,0,0,38,29,5,0,3,81,0,0,86,26,0,11,0,23,0,0,0,0,10,0,7,0,0,0,5,7,0,4,0,0,9,3,0,14,0,35,0,16,0,19,0,0,0,23,0,0,0,0,4,0,0,0,0,15,13,0,0,0,0,0,0,71,12,11,37,1,0,3,2,19,23,0,0,20,0,8,0,15,0,0,5,1,0,0,0,0,2,0,0,0,73,9,0,0,0,1,0
GSK2221681,UNC10225323A,3-Amino-6-aryl-indazole,CC(C)Nc1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1,3,7,12,75,0,0,6,0,14,0,0,0,4,0,0,15,0,19,0,0,19,0,0,0,0,0,40,0,90.7,3,0,0,0,3,0,14,11,17,0,80,24,26,13,10,0,0,0,27,0,0,5,13,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,74,44,23,63,4,0,0,18,5,34,22,0,2,19,13,28,0,30,42,51,7,20,51,0,0,28,0,0,99,0,50,14,87,58,0,0,0,0,0,0,0,12,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,11,1,0,20,0,5,5,3,18,0,0,14,3,33,0,0,0,0,0,34,0,0,4,48,0,10,0,3,23,33,0,7,2,19,19,32,2,2,0,0,0,13,0,5,0,0,22,18,9,12,0,0,8,7,1,0,0,0,14,0,0,0,0,0,0,1,0,27,6,0,7,5,32,0,0,0,0,0,0,0,0,0,17,33,0,38,35,0,9,0,31,66,51,10,0,9,0,0,0,13,0,0,0,9,0,18,23,37,0,0,10,0,0,13,0,0,1,7,4,0,0,1,0,0,0,0,34,26,0,0,0,0,0,0,10,1,5,90,10,0,11,0,0,0,0,0,0,0,7,0,15,0,0,56,28,32,0,0,0,0,29,0,0,0,0,0,0,0,0,11,12,0,0,0,0,42,0,79,7,0,0,0,0,94.1,19,66,0,0,66,0,7,41,5,0,88,0,68,28,0,8,19,18,12,41,12,1,1,0,0,7,0,0,4,17,0,0,0,69,0,43,19,0,0,0,3,3,0,2,4,0,0,35,0,0,23,0,3,0,9,0,0,0,12,0,0,0,0,13,1,58,24,0,0,8,0,76,22,9,4,0,0,8,0,0,0,0,0,37,0,2,4,14,41,0,0,0,0,1,2
GSK292658,UNC10225325A,4-pyrimidinyl_ortho-aryl_azoles,Fc1cccc(F)c1C(=O)Nc1cccc(c1)-c1nn2ccccc2c1-c1ccnc(Nc2cccc(c2)C(F)(F)F)n1,11,15,23,0,11,0,21,0,0,0,0,0,0,0,0,8,2,0,0,13,13,12,2,2,2,0,49,12,0,94,0,0,22,52,43,41,0,0,50,45,4,33,0,0,0,0,5,0,0,16,3,0,0,0,99.3,0,0,1,0,0,0,0,6,14,0,0,24,0,0,10,0,44,23,0,0,8,89,0,31,16,5,2,46,0,0,8,7,2,14,0,0,0,49,0,0,99.3,50,2,0,49,0,0,9,1,3,98.2,0,5,8,0,5,0,7,0,0,2,0,5,0,25,80,0,90,0,0,0,0,0,9,0,0,3,0,0,20,9,0,92.5,78,62,5,36,72,56,3,10,3,0,0,15,3,5,4,0,96.9,0,0,0,0,21,0,0,0,0,3,1,16,12,0,0,12,6,0,0,26,0,3,0,0,94.6,0,0,6,95.2,0,5,0,80,1,3,72,0,25,11,26,0,2,6,6,0,1,15,21,0,0,0,3,0,0,3,0,0,17,80,0,0,37,0,2,0,0,1,0,0,0,0,4,4,11,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,16,0,2,33,19,9,6,21,0,0,0,2,0,0,10,97.3,0,15,8,0,0,0,22,0,0,0,0,8,1,0,0,0,0,0,5,10,0,13,0,11,0,0,0,0,3,0,0,17,9,20,0,0,29,3,0,0,8,5,0,2,72,73,17,6,0,7,63,0,0,0,1,0,10,0,18,0,81,0,3,5,0,14,0,0,0,20,11,0,8,9,0,54,9,15,15,22,12,0,17,0,4,20,97.8,0,37,68,0,27,3,30,8,83,0,6,0,31,0,0,0,0,75,22,0,0,0,0,11,2,5,20,48,20,0,67,31,9,5,8,0,0,0,0,5,15,0,27,12,7,23,95.2,0,0,80,0,17,32,24,0
